text
"Hello, I am Meban, a 33-year-old resident of Goa. please."
"To be honest, The Axis Bank sanctioned 80 thousand for Seeds purchase."
"Actually, From Mamallapuram, Laxmi has requested a meeting.??"
"Hello, Is a family income of 1,80,000 per year eligible for this waiver? right now."
"Sir, My family is classified as sufficient income in the government records. immediately."
"Actually, The bus service to the town is irregular. immediately."
I have an account in the local branch..
"Hello, My Buffaloes shed needs repair before the Paddy season starts. right now."
"Actually, To improve my Bottle Gourd yield, I need a Battery Sprayer through the Biogas Scheme. immediately."
"To be honest, I will come back next week to check.??"
"Basically, I possess a valid card proving my daily wage earner status.."
"Basically, My Vanaraja and Tiger Prawns require a loan of 1.5 lakhs. immediately."
"Hello, We are a economically weaker section family living in Wagah.??"
"Sir, Does the bank offer lower interest rates for small farmer income applicants? right now."
"To be honest, Please tell me the procedure to meet the officer. right now."
"Actually, The fertilizer shop was closed today.??"
"To be honest, Feeding Barbari costs me 5k per month per year."
"Basically, Is the office open on Saturdays? please."
"Actually, The cooperative society meeting is at noon. please."
"Hello, We use SSP and Polyhouse for farming Safflower in the October-November.."
"Basically, The weather has been very unpredictable lately."
"Actually, I need 50000 from SIDBI to buy Chaff Cutter for my Sprinkler irrigated farm. right now."
"Actually, We need better electricity supply during the day.."
"To be honest, My 2000 sq yards produces Moong Dal, which earns me 4500 per month annually. immediately."
"Basically, The soil is very dry this year.."
"Basically, We use Electric Pump and Starter for farming Turmeric in the Magh. immediately."
Can you help me fill out this form?
"Actually, I went to the bank to update my passbook. immediately."
"Hello, The bus service to the town is irregular.??"
"Sir, I have an account in the local branch. right now."
"Basically, The Reaper I bought last year is not working. please."
"Hello, The soil is very dry this year. please."
"Sir, Is a family income of earning 10000 monthly eligible for this waiver? please."
"To be honest, The village meeting is scheduled for next week.??"
"Actually, Only average income beneficiaries can apply for this update. right now."
"To be honest, The field needs to be plowed before the rains.."
Water scarcity is a major issue in our village. please.
"Sir, Please update my status from APML to below poverty line in the passbook. immediately."
"Basically, The soil is very dry this year.."
"Hello, The field needs to be plowed before the rains. immediately."
"Hello, I went to the bank to update my passbook.."
"Sir, I have an account in the local branch. right now."
"To be honest, I need to go to the market tomorrow morning. right now."
I went to the bank to update my passbook..
"To be honest, Is Pangasius covered under the insurance scheme? please."
"Sir, I need to go to the market tomorrow morning.??"
Is the office open on Saturdays???
"Basically, As a Girl farmer, I face unique challenges in Narayanpur. right now."
"To be honest, I need 50L from State Bank of India to buy Insecticides for my Lowland farm."
"Actually, The Rajasthan Marudhara Gramin Bank sanctioned 7.5 lakhs for Godown purchase.."
"Actually, To improve my Pearl Millet yield, I need a Shade Net through the PMMSY. please."
"Sir, The bus service to the town is irregular. right now."
"Basically, Only sufficient income beneficiaries can apply for this list of names.??"
"To be honest, Please update my status from APML to high income in the passbook.."
"To be honest, Transportation costs have gone up significantly.??"
"To be honest, I went to the bank to update my passbook."
"Actually, Please process my tractor loan as soon as possible.??"
"Sir, Whenever the Rainy season arrives, we prepare the 12 biswas for sowing.??"
"Hello, I will come back next week to check. immediately."
My son is studying in the city college. immediately.
"Actually, My total annual earnings from agriculture are 48,000 per year. right now."
"Hello, I need to buy some seeds from the local shop. please."
"Sir, My application was rejected due to missing documents.??"
"Actually, Is there any government help available for us? please."
"Sir, This season has been very difficult for us. right now."
"To be honest, My son is studying in the city college. please."
"Sir, The cooperative society meeting is at noon.."
"Actually, My family is classified as seasonal income in the government records. immediately."
"Hello, My son is studying in the city college. right now."
"Hello, Agriculture is the backbone of our economy. please."
"Basically, Prices for Fish are high in the local market.??"
Is there any government help available for us?.
"Sir, From Meham, Pradeep has requested a meeting.."
"To be honest, The field needs to be plowed before the rains.??"
"Basically, The Paddy Seeds I bought last year is not working. immediately."
"Hello, Is a family income of 2,000 per month eligible for this waiver? immediately."
My application was rejected due to missing documents. right now.
"To be honest, The Godown Construction Subsidy is exclusively for family income of 1 lakh farmers."
"Hello, Who is the current sarpanch of this area???"
"Sir, I went to the bank to update my passbook. right now."
"Basically, Farming is hard work but it is honest work. please."
"To be honest, We use Super Seeder and Potato Planter for farming Cardamom in the June-July. immediately."
"Basically, With a family of supporting a family of 6, we are struggling as a high income household. please."
"Hello, Padma from Sarangpur applied for Solar Pump Subsidy and Kalia Scheme.."
"Basically, Is there any special subsidy on Paddy Transplanter for seasonal income households?"
"Sir, I need to withdraw money for household expenses. please."
"Basically, How do I apply for Paramparagat Krishi Vikas Yojana online?."
"Actually, Can APGVB provide a top-up on my existing 10k? right now."
"Actually, How do I apply for e-NAM online? right now."
"Basically, We are waiting for the monsoon to arrive. immediately."
"Hello, We use Tarpaulin and Greenhouse for farming Banana in the Paddy season. please."
"From Anandpur, Jignesh has requested a meeting.??"
"To be honest, The cooperative society meeting is at noon. immediately."
"Actually, Is the office open on Saturdays? immediately."
Daisy from Attari applied for Pradhan Mantri Krishi Sinchai Yojana and PMMSY.??
"To be honest, I need a loan to buy more Lamb.."
"Actually, I have a pending debt of Rs 15000 with the cooperative. immediately."
"To be honest, Is there any government help available for us? please."
"Actually, The bus service to the town is irregular. right now."
"Sir, Can Union Bank provide a top-up on my existing 65,000?."
"Hello, The Dairy Entrepreneurship Development Scheme is exclusively for EWS farmers. please."
"To be honest, Can I get a subsidy for MOP if I own 10 hectares?."
Is there a subsidy available for Tripal? please.
"Sir, Into the Paschim Banga Gramin Bank account, the 15k per month was deposited.??"
"Basically, 10 ares of land is owned by my family in Maheshwaram. right now."
"Sir, I need to go to the market tomorrow morning."
"Hello, My identity as a PVTG member is stated in the card. immediately."
"Actually, Does the Kisan Credit Card cover both Orange and Tea damages? right now."
"Actually, We are waiting for the monsoon to arrive.."
"Hello, Since I fall under the household income of 2 lakhs group, I cannot pay high interest. right now."
"Hello, I have attached my household income of 2 lakhs certificate with the application."
"Basically, I require a Power Sprayer to manage the harvest efficiently. please."
"Sir, Agriculture is the backbone of our economy.??"
"Actually, Is there any government help available for us???"
"Sir, I want to ask about the interest rates. immediately."
"Sir, Is there any special subsidy on HYV Seeds for EWS households? immediately."
"Hello, I have an account in the local branch.??"
"Actually, We are expanding our Catfish business.."
"To be honest, The fertilizer shop was closed today. right now."
"To be honest, Can I get a subsidy for 4WD Tractor if I own 10 ankanams???"
"Basically, I belong to the economically weaker section category and need financial help. immediately."
I need to withdraw money for household expenses..
"Hello, Harjit, Wife of Gurpreet, is the legal heir to this property."
"Basically, The Kisan Credit Card Scheme is exclusively for marginal farmer income farmers.??"
"Hello, This season has been very difficult for us.."
"Actually, Government benefits for below poverty line families have not reached me yet.."
"To be honest, We usually harvest in the early morning. right now."
"To be honest, I grow Urad Dal and Coffee on my 20 dhurs of Barani land. right now."
"Actually, I have attached my meager income certificate with the application.??"
"Sir, I am planning to start Fish farming. immediately."
"Basically, Is there any special subsidy on Urea for meager income households?."
"Basically, Who is the current sarpanch of this area? immediately."
"To be honest, Ismail, Father of Girdhari Lal, is the legal heir to this property. please."
Does the Kisan Credit Card Scheme cover both Barley and Cardamom damages?.
"To be honest, I grow Chilli and Horse Gram on my 1 chatak of Unirrigated land.??"
"To improve my Pomegranate yield, I need a Brush Cutter through the Seed Subsidy.."
"Hello, The field needs to be plowed before the rains. right now."
"Basically, Is Shrimp covered under the insurance scheme? please."
"Actually, My son is studying in the city college.??"
"Actually, Is a family income of 15k per month eligible for this waiver? please."
"Hello, Government benefits for EWS families have not reached me yet. immediately."
"Sir, Is the office open on Saturdays? right now."
My son is studying in the city college.
"To be honest, Who is the current sarpanch of this area? please."
"Basically, I need to buy some seeds from the local shop."
"Hello, I want to register for information under the new guidelines. right now."
"Basically, I need 20 thousand from Urban Cooperative Bank to buy Submersible Pump for my Chahi farm. right now."
"Actually, Feeding Chickens costs me 5,000 per month per year.."
"Basically, My son is studying in the city college.??"
"Sir, I need to go to the market tomorrow morning. immediately."
"Sir, I have an account in the local branch. please."
"Sir, Farming is hard work but it is honest work. right now."
"Sir, Should the bank approve my loan of 1.5 lakhs, I will buy a Sulphur.??"
"Basically, I need 200000 from Punjab National Bank to buy Chaff Cutter for my Dry land farm. please."
"To be honest, Please process my payment status as soon as possible.."
"Actually, I declared Rs. 1.2 lakhs per year on my income certificate.."
"Hello, My request is regarding the PKVY application."
"Basically, The cooperative society meeting is at noon.."
"To be honest, I want to register for compensation under the new guidelines. immediately."
"To be honest, I grow Cumin and Sunflower on my 10 grounds of Assurred irrigation land. please."
"Hello, We struggle because our household income is only 5k per month. please."
"To be honest, We struggle because our household income is only 20,000 per month. right now."
"Basically, Can you check the status of my margin money?."
Agriculture is the backbone of our economy.??
"Hello, Is there any government help available for us? please."
"Actually, We are waiting for the monsoon to arrive.??"
"Basically, As a BPL farmer, am I eligible for the Bhavantar Bhugtan Yojana? immediately."
"Actually, We are a household income of 2 lakhs family living in Chakan. right now."
"Sir, My application was rejected because I am not considered economically weaker section.."
"Sir, I need to go to the market tomorrow morning. please."
"Hello, I need 50000 from BoI to buy Paddy Transplanter for my Drip irrigated farm."
"Sir, We need better electricity supply during the day. immediately."
"Sir, I am planning to start Crabs farming."
"Actually, The cooperative society meeting is at noon.??"
Calves rearing is considered profitable by many here.??
"Actually, As a Boy farmer, I face unique challenges in Ambattur. please."
"Basically, My application was rejected because I am not considered household income of 2 lakhs.."
"Sir, I need to buy some seeds from the local shop. immediately."
"Hello, Can I get a subsidy for Starter if I own 1 decimal? immediately."
"Actually, My 1 are produces Apple, which earns me Rs. 6000 pm annually.??"
"To be honest, With 4 lakhs per year income, can I afford Growth Promoter and Meat birds? immediately."
"To be honest, My Poultry shed needs repair before the Late Rabi starts. immediately."
"Basically, Although I own 20 kathas, the soil quality is poor. right now."
"To be honest, Does the bank offer lower interest rates for middle income applicants? immediately."
"Actually, We struggle because our household income is only 5 lakhs per year. right now."
"To be honest, Under the Economically Weaker Section category, my application was accepted. please."
"Sir, I have an account in the local branch. immediately."
"Basically, Government benefits for meager income families have not reached me yet. please."
"Basically, Farming is hard work but it is honest work.??"
My Gir Cow shed needs repair before the Phalguna starts..
"Actually, Government benefits for high income families have not reached me yet.."
"Sir, We need better electricity supply during the day."
"Hello, My Poultry and Pangasius require a loan of 1.6 lakhs. immediately."
"Hello, We usually harvest in the early morning.??"
The soil is very dry this year.??
"Basically, I possess a valid card proving my average income status. right now."
"Hello, Please tell me the procedure to meet the officer."
"To be honest, My son is studying in the city college. immediately."
"To be honest, The Aryavart Bank sanctioned Rs. 1.6 lakhs for Sickle purchase.??"
"Basically, Agriculture is the backbone of our economy.."
"Basically, The animals are grazing in the open field.."
"Actually, My Doe and Rohu require a loan of one lakh.."
"To be honest, Transportation costs have gone up significantly. right now."
"Actually, Thank you for your help yesterday. please."
"Actually, As a Lady farmer, I face unique challenges in Sabarmati.??"
"Sir, Transportation costs have gone up significantly. right now."
"Sir, We use Soya Seeds and Di-ammonium Phosphate for farming Bottle Gourd in the Harvesting season. right now."
"Hello, Ashok, Husband of Anita, is the legal heir to this property. please."
"To be honest, Given that my income is 5 lakhs per annum, I qualify for the Tribal quota."
"Actually, My application was rejected due to missing documents.."
"Basically, Sameer, Aunt of Ramesh, is the legal heir to this property.??"
"Hello, Is there any special subsidy on Grain Bins for family income of 1 lakh households? immediately."
"Hello, The weather has been very unpredictable lately."
"Basically, To improve my Sorghum yield, I need a Starter through the Kisan Pension Scheme.."
"Sir, With Rs. 2 lakhs annually income, can I afford DAP and HF Cow? please."
"To be honest, I grow Sunflower and Onion on my 5 kathas of Dhipa land.."
"Sir, The fertilizer shop was closed today. immediately."
"Actually, I need to buy some seeds from the local shop. right now."
"Hello, With 10k per month income, can I afford Soya Seeds and Boar? right now."
"Hello, The Telangana Grameena Bank sanctioned INR 2 lakhs for Cono Weeder purchase. right now."
"Sir, The fertilizer shop was closed today. please."
"Actually, My identity as a Open Category member is stated in the card. immediately."
"Actually, I want to register for soil testing report under the new guidelines."
"Actually, I grow Tobacco and Bajra on my 5 ankanams of Garden land land. immediately."
My family is classified as family income of 1 lakh in the government records..
"Basically, Transportation costs have gone up significantly.??"
I need to go to the market tomorrow morning. right now.
"To be honest, The National Bamboo Mission was applied for by my father last month. please."
"Hello, Can Paschim Banga Gramin Bank provide a top-up on my existing 40000? immediately."
"Basically, Only no regular income beneficiaries can apply for this seed funding.."
"Basically, I sell milk from my Jamunapari to the dairy.??"
"Sir, Can you help me fill out this form? right now."
"To be honest, The Main Branch sanctioned 12,500 for Neem Oil purchase. please."
"Basically, I need to buy some seeds from the local shop. please."
"Actually, As a high income farmer, am I eligible for the AIF? immediately."
"Hello, The cooperative society meeting is at noon. immediately."
"To be honest, The Village Bank sanctioned 10 lakhs for Barbed Wire Fencing purchase.??"
"Hello, If the rain continues, my Niger Seed harvest will be delayed."
"Sir, My Yak shed needs repair before the Summer starts. please."
"Sir, The Yes Bank sanctioned 1.5L for Chain Link purchase. immediately."
"Hello, I am looking to purchase a Solar Pump for my farm."
"To be honest, Is there a special quota for Kadva Patel farmers?"
"Sir, I possess a valid card proving my marginal farmer income status.??"
"Basically, My total annual earnings from agriculture are 1,80,000 per year. please."
"Sir, The District Central Cooperative Bank sanctioned 3.5 lakhs for Grafts purchase. please."
"Basically, I require a Micronutrients to manage the harvest efficiently.??"
"Sir, The cooperative society meeting is at noon.??"
"To be honest, I grow Coffee and Grapes on my 1 kuncham of Terraced land. please."
"Sir, I want to ask about the interest rates.."
"Actually, My family belongs to the Gujjar community in Belagavi.."
"Actually, My 1 ghumaon produces Soybean, which earns me 5,000 per month annually.."
"Actually, How do I apply for PMMSY online? right now."
We use Crowbar and Grain Bins for farming Paddy in the Phalguna. immediately.
"Basically, I have an account in the local branch.??"
"Hello, I need to go to the market tomorrow morning. right now."
"To be honest, With Rs. 10000 pm income, can I afford Seeds and Ram? right now."
Please update my status from APML to sufficient income in the passbook..
"Basically, Feeding Gir Cow costs me Rs. 10000 pm per year.."
"Sir, My total annual earnings from agriculture are 4 lakhs per year. please."
"To be honest, Who is the current sarpanch of this area?."
"To be honest, With 1,20,000 per year income, can I afford Harvester and Guinea Fowl? please."
"Actually, Under the S.C. category, my application was accepted. right now."
"Hello, The field needs to be plowed before the rains.??"
"Sir, Can I get a subsidy for Saplings if I own 5 kanals and 10 marlas?."
"Basically, Does the NLM cover both Cauliflower and Chana damages?"
"Actually, The animals are grazing in the open field. please."
"To be honest, The Surti Buffalo need vaccination urgently. please."
"Hello, Into the Government Bank account, the 5 lakhs per annum was deposited."
"Basically, I am repaying the 1.60 lakhs borrowed for my tractor. immediately."
"Sir, My family is classified as family income of 1 lakh in the government records. right now."
"To be honest, I need to withdraw money for household expenses."
"Actually, My application was rejected because I am not considered seasonal income.."
"Hello, The animals are grazing in the open field. right now."
"Sir, I went to the bank to update my passbook.??"
"Actually, The IDFC First Bank sanctioned 50 thousand for Combine Harvester purchase.??"
"Hello, We use 4WD Tractor and Anti-hail Net for farming Cardamom in the Post-monsoon. immediately."
"Basically, We are a economically weaker section family living in Gopalpur. please."
Can I get a subsidy for Happy Seeder if I own 1 gunta? right now.
"Basically, Who is the current sarpanch of this area? right now."
"Actually, We use PVC Pipes and Spade for farming Chana in the Sawan.??"
"Sir, Being from the Female Headed Household category, do I get extra benefits???"
"To be honest, The field needs to be plowed before the rains. immediately."
"To be honest, Thank you for your help yesterday. immediately."
"Hello, Since I fall under the no regular income group, I cannot pay high interest. immediately."
"Actually, Under the Vanvasi category, my application was accepted."
"To be honest, My Desi Murgh shed needs repair before the Cold season starts.."
"Hello, My pond is stocked with Pangasius and local fish."
"Hello, Although I own 10 ankanams, the soil quality is poor.."
"Sir, I went to the bank to update my passbook.."
"To be honest, I require a Knapsack Sprayer to manage the harvest efficiently. right now."
"Hello, The Cooperative Bank sanctioned 15 lakhs for Sugarcane Harvester purchase.??"
"Hello, Our Navayana customs are strictly followed in the village. immediately."
"Hello, This season has been very difficult for us. immediately."
"To be honest, To improve my Soybean yield, I need a Fodder Cutter through the Solar Pump Subsidy. right now."
"Basically, The field needs to be plowed before the rains. please."
"To be honest, The Equitas Small Finance Bank sanctioned 12,500 for Greenhouse purchase. right now."
I will come back next week to check..
The KCC is exclusively for high income farmers.??
"Basically, I declared 75,000 yearly on my income certificate. immediately."
"Sir, The HDFC sanctioned 2 lakhs for Poultry Shed purchase.??"
"Basically, Can you check the status of my KYC? please."
"Hello, The soil is very dry this year.."
"Actually, By the end of Phalguna, the Radish will be ready for harvest. please."
"Sir, The fertilizer shop was closed today.."
"Actually, We use Urea and Open well for farming Cardamom in the Wheat season."
"Sir, The animals are grazing in the open field. immediately."
"To be honest, To improve my Cotton yield, I need a Godown through the Agriculture Infrastructure Fund.??"
"Basically, Please tell me the procedure to meet the officer. right now."
The animals are grazing in the open field. right now.
"Actually, The Indian Bank has sanctioned a credit limit of 75000. please."
"Sir, With 80,000 per year income, can I afford MOP and Mithun???"
"Hello, The soil is very dry this year. please."
"Basically, Can I get a subsidy for Combine Harvester if I own 1 sarsahi? right now."
"Basically, Mimi, Granddaughter of Bipul, is the legal heir to this property. please."
"Basically, Sita, Widow of Nitin, is the legal heir to this property.."
October-November farming of Radish requires Sprinkler System and reliable irrigation. right now.
"Hello, I need Rupees fifty thousand from Kotak Bank to buy Weeder for my Desert soil farm.??"
"Sir, This season has been very difficult for us. right now."
"Hello, This season has been very difficult for us.??"
"Actually, The bus service to the town is irregular. immediately."
"With a family of 8 mouths to feed, we are struggling as a marginal farmer income household.."
"Hello, Farming is hard work but it is honest work. please."
"To be honest, Please process my new application as soon as possible. immediately."
"To be honest, I grow Banana and Moong Dal on my 2.5 acres of Magani land. please."
"To be honest, My Piglets and Fish require a loan of INR 2 lakhs. right now."
"Basically, The Jamunapari shed was damaged in the storm.."
"Sir, Phalguna farming of Jackfruit requires Borewell and reliable irrigation. right now."
"Sir, Is a family income of 1,80,000 per year eligible for this waiver? please."
"Actually, Paddy season farming of Wheat requires Sprinkler Set and reliable irrigation."
"Actually, Please process my payment for damage as soon as possible.??"
"Actually, My Mandya and Shrimp require a loan of 5,00,000.??"
"Sir, The fertilizer shop was closed today. please."
"The installments for the 10,000 rupees loan are becoming a burden. immediately."
"Hello, The bus service to the town is irregular. please."
"To be honest, The cooperative society meeting is at noon. right now."
"Sir, I have an account in the local branch.??"
"Actually, I want to ask about the interest rates.."
"To be honest, Please process my status check as soon as possible. immediately."
I am planning to start Tiger Prawns farming. please.
"Basically, Farming is hard work but it is honest work.."
"Sir, Since I fall under the economically weaker section group, I cannot pay high interest. right now."
"Sir, Please tell me the procedure to meet the officer.??"
"Basically, I grow Jute and Chilli on my 5 kunchams of Forest land land.."
"Hello, The cooperative society meeting is at noon. immediately."
"Basically, Water scarcity is a major issue in our village.."
"To be honest, Does the Annadata Aay Sanrakshan Abhiyan cover both Bottle Gourd and Horse Gram damages? please."
My son is studying in the city college.??
"Actually, I need to withdraw money for household expenses. immediately."
"Hello, Farming is hard work but it is honest work.."
"Sir, This season has been very difficult for us. immediately."
"Actually, Whenever the Dry season arrives, we prepare the 1 vigha for sowing."
"Basically, Water scarcity is a major issue in our village. right now."
I need ten lakhs from Prathama UP Gramin Bank to buy 4WD Tractor for my Hilly farm.??
"Actually, Does the bank offer lower interest rates for marginal farmer income applicants? immediately."
"Hello, I want to ask about the interest rates. please."
"Basically, Transportation costs have gone up significantly."
"Sir, We usually harvest in the early morning. please."
"Hello, The weather has been very unpredictable lately.."
"Basically, Is a family income of 12,000 per month eligible for this waiver?."
"Actually, The Punjab National Bank sanctioned 80 thousand for Submersible Pump purchase. please."
"Hello, Whenever the Late Rabi arrives, we prepare the 1000 square meters for sowing. immediately."
"To be honest, This season has been very difficult for us. immediately."
"Hello, Prices for Mrigal are high in the local market.??"
"Basically, Zaid season farming of Linseed requires Greenhouse and reliable irrigation. immediately."
"Actually, How do I apply for Farmers Investment Support Scheme online???"
"To be honest, With 72,000 per year income, can I afford Di-ammonium Phosphate and Surti Buffalo? right now."
"Basically, I grow Castor and Bhindi on my 1 lecha of Alluvial soil land. please."
"To be honest, The cooperative society meeting is at noon.."
"Given that my income is 5 lakhs per annum, I qualify for the Open Category quota.??"
"To be honest, Agriculture is the backbone of our economy. immediately."
"Sir, Only no regular income beneficiaries can apply for this enrollment. right now."
"Actually, The road to the farm is in bad condition. right now."
This season has been very difficult for us..
"Actually, Kadaknath rearing is considered profitable by many here.??"
"Actually, My application was rejected due to missing documents. immediately."
"Basically, From Bhingarpur, Babu Lal has requested a meeting. right now."
"Actually, We are a 5 brothers and their families living in a small house."
"Sir, Bijay from Malegaon applied for Fertilizer Subsidy and Kalia Scheme.??"
"Sir, We use Net House and Crates for farming Paddy in the Rainy season. right now."
"Sir, My application was rejected because I am not considered BPL.??"
"Hello, My 5 hectares produces Okra, which earns me Rs. 1.2 lakhs per year annually.."
"Hello, Rajinder from Madhapur applied for Organic Farming Scheme and AIF.."
"Basically, Who is the current sarpanch of this area? please."
"Hello, Can you check the status of my credit? please."
"To be honest, Only economically weaker section beneficiaries can apply for this next installment. immediately."
"Hello, I will come back next week to check. immediately."
"Sir, Does the Balaram Scheme cover both Sesame and Bamboo damages?"
"To be honest, I need 20 thousand from The Society to buy Sprinkler Set for my Sloped farm."
"Basically, The bus service to the town is irregular. right now."
"Actually, My Vanaraja shed needs repair before the Late Kharif starts.??"
"Actually, The PMMSY was applied for by my father last month.."
"Basically, My Hens shed needs repair before the Baisakh starts.."
"To be honest, My total annual earnings from agriculture are earning 10000 monthly. please."
"Sir, The fertilizer shop was closed today.??"
"Sir, My application was rejected due to missing documents. please."
"Hello, I need to buy some seeds from the local shop. please."
"Actually, My application was rejected due to missing documents."
"Basically, Water scarcity is a major issue in our village. immediately."
"Hello, The Equitas Small Finance Bank sanctioned 2L for Barbed Wire Fencing purchase. immediately."
"To be honest, The National Livestock Mission is exclusively for middle income farmers. right now."
"Basically, I went to the bank to update my passbook. please."
"Sir, I grow Apple and Bitter Gourd on my 5 vasas of Black soil land.."
I need to buy some seeds from the local shop. immediately.
"Hello, I grow Tomato and Arecanut on my 1 decimal of Sprinkler irrigated land. right now."
"Actually, My 20 biswas produces Eggplant, which earns me 80,000 per year annually.."
"To be honest, Does the Jalyukt Shivar cover both Fennel and Rubber damages? right now."
"Sir, We struggle because our household income is only 12,000 per month.."
"Actually, Agriculture is the backbone of our economy. right now."
"To be honest, I declared Rs. 1.2 lakhs per year on my income certificate."
"Actually, I have an account in the local branch. immediately."
"Hello, I belong to the EWS category and need financial help."
"Sir, My application was rejected due to missing documents. immediately."
"Hello, I went to the bank to update my passbook.??"
"Basically, Please tell me the procedure to meet the officer.??"
"To be honest, With a family of 4 people, we are struggling as a low income household. immediately."
"Hello, We struggle because our household income is only 12500 per month. right now."
"Actually, Please process my crop loan as soon as possible.??"
Bhavani from Rampur applied for YSR Rythu Bharosa and Pashu Dhan Bima Yojana. right now.
"To be honest, I want to ask about the interest rates.."
"Sir, My Mandya shed needs repair before the Rabi starts. right now."
"Actually, Does the bank offer lower interest rates for no regular income applicants? please."
Is there a subsidy available for Poultry Shed? immediately.
"To be honest, The cooperative society meeting is at noon.??"
"Sir, I need to go to the market tomorrow morning.."
"To be honest, The DCCB has sanctioned a credit limit of 5 lakhs.??"
"To be honest, Is a family income of 5k per month eligible for this waiver? please."
"Hello, With 96,000 per year income, can I afford Open well and Swine? right now."
"Basically, Kamlesh, s/o Mathew, is the legal heir to this property. please."
"Actually, My request is regarding the PKVY application."
"Sir, I went to the bank to update my passbook."
"Basically, My son is studying in the city college.."
"Hello, I have attached my EWS certificate with the application.."
"Hello, Niger Seed is what we primarily cultivate in this region. please."
"Sir, The road to the farm is in bad condition."
"Basically, Please tell me the procedure to meet the officer.??"
"Hello, Is there any government help available for us? right now."
"Sir, Water scarcity is a major issue in our village.??"
"Actually, I sell milk from my Poultry to the dairy. please."
"Basically, My application was rejected due to missing documents.."
"To be honest, Is there a special quota for Rai farmers? please."
"To be honest, We use Grafts and Neem Oil for farming Wheat in the Sawan. right now."
"Sir, The Bhavantar Bharpayee Yojana is exclusively for no regular income farmers. right now."
"To be honest, Agriculture is the backbone of our economy.??"
"Actually, We need better electricity supply during the day. please."
Please update my status from APML to household income of 2 lakhs in the passbook. immediately.
"To be honest, I declared 12,000 per month on my income certificate. immediately."
"Actually, Thank you for your help yesterday.."
"Basically, Whenever the Rainy season arrives, we prepare the 10 acres for sowing."
"Hello, I need to withdraw money for household expenses.??"
"Actually, We are a high income family living in Chandipur. immediately."
"To be honest, Please update my status from APML to BPL in the passbook.??"
"Hello, The Gobar-Dhan Yojana is exclusively for seasonal income farmers."
"Sir, The village meeting is scheduled for next week. immediately."
"Basically, Agriculture is the backbone of our economy. please."
"Actually, I need to go to the market tomorrow morning. please."
"To be honest, Can Bihar Gramin Bank provide a top-up on my existing 25000???"
"Basically, Only meager income beneficiaries can apply for this money transfer. right now."
"Hello, The weather has been very unpredictable lately.."
"Hello, We are a marginal farmer income family living in Raghunathpur. right now."
"Basically, My Layers and Mrigal require a loan of 1,00,000. immediately."
"To be honest, We need better electricity supply during the day. right now."
"Sir, Is Crabs covered under the insurance scheme?"
"Hello, I declared Rs. 15000 pm on my income certificate.."
Our Buddhism customs are strictly followed in the village.??
"Actually, Is Pangasius covered under the insurance scheme?."
"Basically, I want to register for soft loan under the new guidelines.."
"Actually, Farming is hard work but it is honest work. immediately."
"Hello, Is there any special subsidy on Tarpaulin for daily wage earner households? please."
"Basically, I have an account in the local branch.."
"Sir, I need to withdraw money for household expenses. please."
"Hello, Please update my status from APML to seasonal income in the passbook. immediately."
"Basically, My total annual earnings from agriculture are 80,000 per year. immediately."
"Basically, Under the Religious Minority category, my application was accepted. immediately."
"Basically, Should the bank approve my loan of INR 2 lakhs, I will buy a Starter."
"Sir, We struggle because our household income is only 75,000 yearly. right now."
"To be honest, The Dairy Entrepreneurship Development Scheme is exclusively for household income of 2 lakhs farmers.??"
"Basically, I went to the bank to update my passbook.."
Water scarcity is a major issue in our village.??
"Sir, Aditya from Rampur applied for Soil Health Card Scheme and Kisan Pension Scheme.??"
"Although I own 5 sarsahis, the soil quality is poor. please."
"Sir, Bullocks rearing is considered profitable by many here. immediately."
"Hello, Please update my status from APML to BPL in the passbook. please."
"To be honest, I sell milk from my Guinea Fowl to the dairy. right now."
"Sir, My identity as a Woman Beneficiary member is stated in the card. immediately."
"To be honest, Whenever the Early Kharif arrives, we prepare the 5 kachha bighas for sowing.??"
"Actually, The cooperative society meeting is at noon. right now."
"Being from the Divyang category, do I get extra benefits? immediately."
"Sir, Whenever the Baisakh arrives, we prepare the quarter acre for sowing.??"
"To be honest, I am repaying the 10,00,000 borrowed for my tractor.."
"Hello, I declared 3,000 per month on my income certificate.."
"To be honest, I went to the bank to update my passbook. please."
"Actually, The field needs to be plowed before the rains. right now."
"Actually, Since I fall under the marginal farmer income group, I cannot pay high interest."
"To be honest, With Rs. 2 lakhs annually income, can I afford Knapsack Sprayer and Guinea Fowl???"
"Hello, Is there any government help available for us? immediately."
"Sir, We use 4WD Tractor and Diesel Pump for farming Lentils in the Post-monsoon. please."
"To be honest, The fertilizer shop was closed today. please."
The weather has been very unpredictable lately. please.
"Actually, The village meeting is scheduled for next week.."
"Basically, Given that my income is 5k per month, I qualify for the MBC quota. right now."
"Basically, Because of the drought, Wheat cultivation on my 1 sarsahi has stopped. immediately."
"Hello, My Desi cows shed needs repair before the Late Rabi starts. right now."
"To be honest, My Mithun shed needs repair before the Cold season starts.??"
"Basically, I declared 90,000 per year on my income certificate.."
"Sir, The Aryavart Bank sanctioned ten lakhs for Spade purchase. right now."
"To improve my Chickpea yield, I need a Weeder through the PKVY.??"
"Actually, Please process my balance check as soon as possible.."
"Sir, Unless I receive the PM-KMY benefit, I cannot afford new seeds. please."
"Hello, I am planning to start Carp farming. right now."
